type,amount,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
PAYMENT,1000.0,586.0,0.0,0.0,0.0,0
PAYMENT,500.0,23053.0,20411.53,0.0,0.0,0
PAYMENT,800.0,20411.53,0.0,25742.0,0.0,0
PAYMENT,1500.0,203543.0,201212.36,0.0,0.0,0
PAYMENT,2700.0,41276.0,39661.36,0.0,0.0,0
PAYMENT,1000.0,47235.77,38071.06,0.0,0.0,0
PAYMENT,2000.0,38071.06,35100.09,0.0,0.0,0
PAYMENT,140.0,16174.0,16135.34,0.0,0.0,0
PAYMENT,1000.0,1627.0,0.0,0.0,0.0,0
PAYMENT,500.0,79114.0,16503.2,517.0,8383.29,0
CUSTOM_WITHHOLDING_TAX,17.5,8547.0,3017.87,10206.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,3017.87,0.0,132372.0,49864.36,0
CUSTOM_WITHHOLDING_TAX,4.0,10256.0,5745.78,10697.0,0.0,0
CASH_OUT,5000.0,882770.0,874042.26,12636.0,0.0,0
CUSTOM_WITHHOLDING_TAX,12.0,874042.26,871442.79,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,31.08,153.0,0.0,253104.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,2192.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,6.0,41551.0,36640.86,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,12019.0,5574.36,0.0,0.0,0
COMMISSIONING,175.0,4782.0,0.0,52752.0,24044.18,0
PAYMENT,1000.0,216827.0,209534.84,0.0,0.0,0
PAYMENT,500.0,209534.84,162075.98,52120.0,0.0,0
PAYMENT,414.0,162075.98,25203.05,217806.0,0.0,0
CUSTOM_WITHHOLDING_TAX,200.0,25203.05,0.0,99773.0,965870.05,0
COMMISSIONING,2000.0,12030.0,9031.96,0.0,0.0,0
PAYMENT,20500.0,9031.96,5577.88,0.0,0.0,0
PAYMENT,200.0,10999.0,6682.8,0.0,0.0,0
PAYMENT,300.0,224.0,0.0,0.0,0.0,0
PAYMENT,500.0,23350.0,10363.39,0.0,0.0,0
PAYMENT,2000.0,10363.39,0.0,57901.66,24044.18,0
PAYMENT,500.0,0.0,0.0,94900.0,22233.65,0
PAYMENT,1000.0,0.0,0.0,24672.0,0.0,0
PAYMENT,500.0,0.0,0.0,103772.0,277515.05,0
PAYMENT,500.0,0.0,0.0,354678.92,0.0,0
PAYMENT,1000.0,0.0,0.0,348512.0,3420103.09,0
PAYMENT,220.0,0.0,0.0,900180.0,19169204.93,0
PAYMENT,2000.0,0.0,0.0,29031.0,5515763.34,0
PAYMENT,1000.0,0.0,0.0,579285.56,0.0,0
PAYMENT,250.0,0.0,0.0,223220.0,16518.36,0
PAYMENT,100.0,0.0,0.0,1280036.23,19169204.93,0
PAYMENT,1000.0,0.0,0.0,2041543.62,19169204.93,0
PAYMENT,500.0,0.0,0.0,474384.53,3420103.09,0
PAYMENT,5000.0,0.0,0.0,370763.1,16518.36,0
PAYMENT,1000.0,0.0,0.0,399214.71,2415.16,0
PAYMENT,200.0,0.0,0.0,667778.0,2107778.11,0
PAYMENT,1000.0,0.0,0.0,3470595.1,19169204.93,0
CUSTOM_WITHHOLDING_TAX,27.5,0.0,0.0,738531.5,16518.36,0
COMMISSIONING,275.0,0.0,0.0,5195482.15,19169204.93,0
CUSTOM_WITHHOLDING_TAX,60.0,0.0,0.0,40255.0,0.0,0
COMMISSIONING,600.0,15443.0,12567.9,0.0,0.0,0
PAYMENT,1000.0,3763.0,0.0,0.0,0.0,0
PAYMENT,250.0,19869.0,18997.25,0.0,0.0,0
PAYMENT,1000.0,71636.0,70600.64,0.0,0.0,0
PAYMENT,1000.0,83084.0,82020.47,0.0,0.0,0
PAYMENT,4000.0,204237.0,203217.1,0.0,0.0,0
PAYMENT,1000.0,26304.0,22244.62,0.0,0.0,0
PAYMENT,720.0,182.0,0.0,0.0,0.0,0
PAYMENT,200.0,0.0,0.0,51744.0,0.0,0
PAYMENT,500.0,0.0,0.0,104209.0,46462.23,0
PAYMENT,1350.0,0.0,0.0,67684.0,9940339.29,0
PAYMENT,1000.0,0.0,0.0,52679.0,10963.66,0
PAYMENT,2000.0,0.0,0.0,121112.0,95508.95,0
CUSTOM_WITHHOLDING_TAX,8.88,0.0,0.0,259813.0,46820.71,0
COMMISSIONING,88.8,0.0,0.0,429747.0,1178808.14,0
PAYMENT,500.0,0.0,0.0,5776776.41,19169204.93,0
PAYMENT,5000.0,0.0,0.0,260976.0,971418.91,0
PAYMENT,2000.0,20925.0,14759.42,0.0,0.0,0
PAYMENT,500.0,41903.46,38197.63,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,36.0,38197.63,0.0,499962.0,1517262.16,0
CUSTOM_WITHHOLDING_TAX,40.0,144478.0,0.0,295.0,52415.15,0
CUSTOM_WITHHOLDING_TAX,4.0,41398.0,38025.71,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,14078.0,13416.57,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,10.0,69836.0,68971.32,12040.0,43691.09,0
CUSTOM_WITHHOLDING_TAX,4.44,29941.0,28737.56,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,103657.0,0.0,79676.0,1254956.07,0
CUSTOM_WITHHOLDING_TAX,11.0,11450.0,9534.57,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,81313.0,81304.27,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.5,18138.0,15079.2,11054.0,8917.54,0
PAYMENT,500.0,9476.0,4321.03,0.0,0.0,0
PAYMENT,500.0,36380.0,31166.75,0.0,0.0,0
PAYMENT,28500.0,50757.0,45364.25,0.0,0.0,0
PAYMENT,260.0,61663.0,61637.88,0.0,0.0,0
PAYMENT,5000.0,61637.88,44486.99,0.0,0.0,0
PAYMENT,2100.0,290.0,0.0,171866.0,3940085.21,0
PAYMENT,1000.0,23720.0,0.0,55.0,4894.45,0
CUSTOM_WITHHOLDING_TAX,11.0,236997.0,231553.74,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,257978.49,257733.62,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,257733.62,249452.05,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,20509.0,19333.41,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,40.0,24866.0,23768.26,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,39588.0,0.0,52340.0,97263.78,0
CUSTOM_WITHHOLDING_TAX,12.0,117811.0,116092.71,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,20.0,100094.0,96422.68,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,2565.0,0.0,21185.0,18910.85,0
CUSTOM_WITHHOLDING_TAX,36.0,40060.0,31509.1,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,60829.0,51075.45,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,12.0,31139.0,28112.02,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,10.0,28112.02,0.0,975121.0,22190.99,0
CUSTOM_WITHHOLDING_TAX,60.0,259138.0,255262.01,608925.82,2415.16,0
CUSTOM_WITHHOLDING_TAX,20.0,31213.0,29064.11,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,80030.0,79563.03,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.5,79563.03,0.0,410433.04,1254956.07,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,833216.44,3420103.09,0
CUSTOM_WITHHOLDING_TAX,20.0,0.0,0.0,215457.59,16997.22,0
CUSTOM_WITHHOLDING_TAX,17.5,0.0,0.0,299314.82,16997.22,0
CUSTOM_WITHHOLDING_TAX,36.0,0.0,0.0,190573.0,1567434.81,0
CUSTOM_WITHHOLDING_TAX,4.0,0.0,0.0,612801.81,2415.16,0
CUSTOM_WITHHOLDING_TAX,4.0,0.0,0.0,5862200.03,19169204.93,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,105343.0,8496.61,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,182538.03,277515.05,0
CUSTOM_WITHHOLDING_TAX,36.0,0.0,0.0,187433.0,3461666.05,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,83244.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,0.0,0.0,871442.79,1412484.09,0
CUSTOM_WITHHOLDING_TAX,20.0,0.0,0.0,641975.35,1178808.14,0
CUSTOM_WITHHOLDING_TAX,45.0,0.0,0.0,51304.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.5,0.0,0.0,249452.05,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,1133312.56,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,909124.16,1178808.14,0
CUSTOM_WITHHOLDING_TAX,32.5,0.0,0.0,215312.31,49864.36,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,145400.0,0.0,0
CUSTOM_WITHHOLDING_TAX,60.0,0.0,0.0,189808.0,1186556.81,0
CUSTOM_WITHHOLDING_TAX,11.0,0.0,0.0,80341.0,557537.26,0
TRANSFER,500.0,0.0,0.0,6048647.54,19169204.93,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,44853.0,96.88,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,435962.9,46820.71,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,99217.58,0.0,0
CUSTOM_WITHHOLDING_TAX,45.0,0.0,0.0,24553.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,60169.0,215851.28,0
PAYMENT,1000.0,0.0,0.0,6093090.62,19169204.93,0
PAYMENT,1000.0,0.0,0.0,49161.0,130747.56,0
PAYMENT,1000.0,0.0,0.0,63553.0,0.0,0
PAYMENT,500.0,0.0,0.0,203679.0,2107965.39,0
PAYMENT,800.0,0.0,0.0,127206.9,64106.18,0
PAYMENT,100.0,0.0,0.0,292728.0,55974.56,0
PAYMENT,500.0,0.0,0.0,87408.0,63112.23,0
PAYMENT,500.0,0.0,0.0,1161088.31,1412484.09,0
PAYMENT,300000.0,0.0,0.0,52251.58,0.0,1
PAYMENT,500.0,0.0,0.0,9471.0,593737.38,0
PAYMENT,500.0,0.0,0.0,404814.81,55974.56,0
PAYMENT,1500.0,0.0,0.0,272624.5,971418.91,0
PAYMENT,500.0,0.0,0.0,564572.76,1254956.07,0
PAYMENT,1000.0,0.0,0.0,342149.2,3461666.05,0
PAYMENT,800.0,0.0,0.0,317952.89,2719172.89,0
CUSTOM_WITHHOLDING_TAX,100.0,0.0,0.0,443057.43,0.0,0
CUSTOM_WITHHOLDING_TAX,20.0,0.0,0.0,278846.75,1186556.81,0
CUSTOM_WITHHOLDING_TAX,6.66,0.0,0.0,464326.57,971418.91,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,1442298.03,22190.99,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,154606.0,1363368.51,0
CUSTOM_WITHHOLDING_TAX,45.0,0.0,0.0,657983.89,6453430.91,0
CUSTOM_WITHHOLDING_TAX,11.0,0.0,0.0,544481.28,3461666.05,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,394124.51,2107965.39,0
PAYMENT,1500.0,0.0,0.0,851368.24,3940085.21,0
PAYMENT,1000.0,0.0,0.0,378299.67,1567434.81,0
PAYMENT,500.0,0.0,0.0,100585.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,0.0,0.0,157012.19,0.0,0
COMMISSIONING,22.2,0.0,0.0,105362.0,92307.65,0
PAYMENT,2000.0,0.0,0.0,1078534.03,1178808.14,0
PAYMENT,1000.0,0.0,0.0,136875.83,0.0,0
PAYMENT,165.0,0.0,0.0,237326.8,97263.78,0
PAYMENT,1000.0,0.0,0.0,444779.0,4619798.56,0
PAYMENT,200.0,0.0,0.0,234216.94,51513.44,0
PAYMENT,30000.0,0.0,0.0,553161.42,971418.91,0
PAYMENT,2000.0,0.0,0.0,81682.58,557537.26,0
PAYMENT,2000.0,0.0,0.0,1241634.38,1178808.14,0
PAYMENT,4000.0,0.0,0.0,581853.1,2107965.39,0
PAYMENT,500.0,0.0,0.0,701404.75,1567434.81,0
PAYMENT,1000.0,0.0,0.0,919763.4,1517262.16,0
PAYMENT,1500.0,0.0,0.0,398424.59,16997.22,0
CUSTOM_WITHHOLDING_TAX,6.66,0.0,0.0,1122370.94,3940085.21,0
COMMISSIONING,66.6,8258.0,3764.71,0.0,0.0,0
PAYMENT,2000.0,97058.0,84936.5,0.0,0.0,0
PAYMENT,1800.0,290.0,0.0,0.0,0.0,0
PAYMENT,1000.0,99827.0,92119.56,0.0,0.0,0
PAYMENT,1000.0,92119.56,88106.55,0.0,0.0,0
PAYMENT,500.0,132329.0,126553.85,0.0,0.0,0
PAYMENT,1000.0,51718.0,46874.07,0.0,0.0,0
PAYMENT,1000.0,20421.0,18023.18,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,228.0,0.0,0.0,0.0,0
COMMISSIONING,40.0,107388.0,102890.13,19053.0,5417.23,0
CUSTOM_WITHHOLDING_TAX,4.0,102397.0,94944.11,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,32.5,6032.0,2101.19,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,60.0,2101.19,0.0,74956.0,97128.19,0
CUSTOM_WITHHOLDING_TAX,20.0,0.0,0.0,340334.22,51513.44,0
CUSTOM_WITHHOLDING_TAX,200.0,0.0,0.0,349763.0,0.0,0
CUSTOM_WITHHOLDING_TAX,200.0,0.0,0.0,253053.0,31469.78,0
CUSTOM_WITHHOLDING_TAX,4.44,152927.0,146000.33,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,200.0,10676.0,9782.43,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,11110.0,0.0,1293740.67,3940085.21,0
CUSTOM_WITHHOLDING_TAX,2.0,11150.0,7541.59,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,7541.59,1594.8,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.5,42133.0,36033.04,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,8.0,65254.0,64881.66,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,3.99,6313782.05,6309146.87,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,12.0,6309146.87,6307878.9,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,300.0,6307878.9,6300966.92,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,6300966.92,6299171.25,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,6299171.25,6295972.18,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,20.0,6295972.18,6285707.02,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,100.0,25480.0,16450.88,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,36.0,50747.0,43146.43,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,25132.0,23074.29,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,50.0,10382.0,6558.92,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,2806.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,2806.0,0.0,26202.0,0.0,0
CUSTOM_WITHHOLDING_TAX,20.0,624.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,11128.0,1966.02,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,396386.0,395146.94,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,319.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,27105.0,21867.46,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,27.5,21867.46,19248.7,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,0.2,12076.0,11736.18,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,100068.0,98674.54,26446.0,318637.36,0
CUSTOM_WITHHOLDING_TAX,8.88,17540.0,14808.63,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,81.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,11.0,16392.0,9793.29,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,10708.0,6403.42,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,2.22,943.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.5,0.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.0,87005.0,86497.88,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,6.66,50361.0,47340.14,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,50.0,11137.0,2188.97,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,22.2,2188.97,0.0,462914.23,16997.22,0
PAYMENT,1000.0,13727.0,12642.1,0.0,0.0,0
PAYMENT,2000.0,12642.1,3185.41,0.0,0.0,0
PAYMENT,2000.0,3185.41,0.0,0.0,0.0,0
PAYMENT,500.0,46547.0,0.0,72793.0,353532.56,0
PAYMENT,2000.0,4511.0,1776.23,0.0,0.0,0
PAYMENT,250.0,1776.23,0.0,230676.07,353532.56,0
PAYMENT,200.0,15479.0,14894.48,0.0,0.0,0
PAYMENT,500.0,15629.0,9515.86,0.0,0.0,0
PAYMENT,500.0,9515.86,0.0,518243.06,4619798.56,0
PAYMENT,225.0,0.0,0.0,285755.61,31469.78,0
PAYMENT,500.0,0.0,0.0,93337.06,0.0,0
PAYMENT,500.0,0.0,0.0,191043.06,1363368.51,0
PAYMENT,500.0,0.0,0.0,457286.01,1186556.81,0
PAYMENT,500.0,0.0,0.0,308020.64,1363368.51,0
PAYMENT,1000.0,0.0,0.0,1056495.21,971418.91,0
PAYMENT,500.0,0.0,0.0,332829.93,353532.56,0
PAYMENT,1000.0,0.0,0.0,272906.49,0.0,0
PAYMENT,1000.0,0.0,0.0,608612.15,2107965.39,0
PAYMENT,2000.0,0.0,0.0,6285707.02,19169204.93,0
PAYMENT,500.0,0.0,0.0,1107573.06,2107965.39,0
PAYMENT,522.0,52951.0,48531.96,0.0,0.0,0
PAYMENT,1000.0,9516.0,5245.98,0.0,0.0,0
PAYMENT,500.0,49905.0,46897.17,0.0,0.0,0
PAYMENT,2000.0,25138.0,23313.41,0.0,0.0,0
PAYMENT,100.0,19448.0,18454.54,0.0,0.0,0
PAYMENT,2000.0,18454.54,0.0,306239.03,97263.78,0
PAYMENT,5000.0,10892.0,9446.94,0.0,0.0,0
PAYMENT,5000.0,4186.0,126.75,0.0,0.0,0
PAYMENT,1000.0,126.75,0.0,0.0,0.0,0
PAYMENT,200.0,147798.0,144369.05,1534657.01,5515763.34,0
PAYMENT,2000.0,7781.0,2200.02,0.0,0.0,0
PAYMENT,2000.0,3509.0,53.15,1333014.31,1178808.14,0
PAYMENT,1000.0,14508.0,7242.37,0.0,0.0,0
PAYMENT,160.0,1449076.27,1445223.63,0.0,0.0,0
PAYMENT,2000.0,1445223.63,1437353.34,0.0,0.0,0
PAYMENT,1000.0,11197.0,0.0,51885.0,0.0,0
PAYMENT,3000.0,10107.0,3431.66,0.0,0.0,0
PAYMENT,500.0,21448.0,0.0,61613.0,424250.45,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,102983.0,102318.65,0.0,0.0,0
PAYMENT,140.0,10958.0,8827.7,0.0,0.0,0
PAYMENT,1000.0,8827.7,1056.3,0.0,0.0,0
PAYMENT,12000.0,1056.3,0.0,0.0,0.0,0
PAYMENT,250000.0,0.0,0.0,0.0,0.0,1
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,2000.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,100.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
PAYMENT,500.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,11876.0,5209.22,24777.0,189534.74,0
PAYMENT,2000.0,17319.0,10782.14,0.0,0.0,0
PAYMENT,1000.0,10782.14,0.0,49530.0,66575.5,0
PAYMENT,1000.0,31516.0,29962.79,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,185432.0,0.0,0
PAYMENT,1000.0,0.0,0.0,241106.05,49864.36,0
CUSTOM_WITHHOLDING_TAX,20.0,36605.0,31113.5,0.0,0.0,0
COMMISSIONING,200.0,48117.0,44450.58,0.0,0.0,0
PAYMENT,1000.0,36030.0,30522.82,0.0,0.0,0
PAYMENT,2900.0,30265.0,25699.86,829892.09,1567434.81,0
PAYMENT,1000.0,734899.0,723550.29,0.0,0.0,0
PAYMENT,1000.0,7215.0,0.0,12904.68,43691.09,0
PAYMENT,450.0,0.0,0.0,0.0,0.0,0
PAYMENT,1000.0,0.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,0.0,0.0,0.0,0.0,0
PAYMENT,900.0,762.0,0.0,0.0,0.0,0
PAYMENT,2800.0,58697.54,56087.54,0.0,0.0,0
PAYMENT,1000.0,56087.54,50767.43,0.0,0.0,0
PAYMENT,1000.0,1132.0,0.0,0.0,0.0,0
PAYMENT,2000.0,24.0,0.0,11361.0,2025098.66,0
PAYMENT,1000.0,135496.0,131911.79,100614.05,24044.18,0
PAYMENT,1000.0,24553.0,20848.03,0.0,0.0,0
PAYMENT,500.0,14332.0,11558.39,0.0,0.0,0
PAYMENT,500.0,11558.39,7661.97,0.0,0.0,0
PAYMENT,1000.0,7661.97,0.0,0.0,0.0,0
PAYMENT,500.0,17710.0,11049.67,0.0,0.0,0
PAYMENT,130.0,11049.67,0.0,199404.91,95508.95,0
PAYMENT,1000.0,0.0,0.0,75514.0,420946.86,0
PAYMENT,2500.0,0.0,0.0,321592.98,277515.05,0
PAYMENT,1000.0,0.0,0.0,930082.81,1254956.07,0
PAYMENT,1000.0,0.0,0.0,701567.56,55974.56,0
PAYMENT,500.0,0.0,0.0,883248.39,3461666.05,0
PAYMENT,250.0,0.0,0.0,6977445.38,19169204.93,0
PAYMENT,500.0,0.0,0.0,8515645.77,19169204.93,0
PAYMENT,1000.0,0.0,0.0,1538085.96,5515763.34,0
PAYMENT,500.0,0.0,0.0,888232.25,4619798.56,0
PAYMENT,500.0,0.0,0.0,10937223.86,19169204.93,0
PAYMENT,1000.0,0.0,0.0,1437353.34,16518.36,0
PAYMENT,1000.0,0.0,0.0,802245.42,55974.56,0
PAYMENT,5000.0,0.0,0.0,1773963.18,3940085.21,0
PAYMENT,90.0,46132.0,45136.0,88106.55,1015132.48,0
PAYMENT,5000.0,45136.0,0.0,1251626.46,2107778.11,0
PAYMENT,700.0,0.0,0.0,199733.0,5602234.95,0
PAYMENT,1000.0,0.0,0.0,246974.3,0.0,0
PAYMENT,2000.0,0.0,0.0,80469.0,500631.71,0
PAYMENT,500.0,0.0,0.0,915902.37,3420103.09,0
PAYMENT,500.0,0.0,0.0,740675.45,6453430.91,0
PAYMENT,1000.0,0.0,0.0,1259119.8,971418.91,0
PAYMENT,500.0,0.0,0.0,1652668.12,22190.99,0
PAYMENT,50.0,0.0,0.0,12394437.4,19169204.93,0
EXTERNAL_TRANSFER,500.0,0.0,0.0,14939915.42,19169204.93,0
PAYMENT,1000.0,0.0,0.0,3131440.16,22190.99,0
PAYMENT,1000.0,0.0,0.0,834457.23,1567434.81,0
PAYMENT,1000.0,0.0,0.0,4114919.82,22190.99,0
PAYMENT,5000.0,0.0,0.0,1141158.73,1254956.07,0
PAYMENT,500.0,0.0,0.0,373058.79,2719172.89,0
PAYMENT,1000.0,0.0,0.0,2187842.49,971418.91,0
PAYMENT,1000.0,0.0,0.0,1179112.54,6453430.91,0
PAYMENT,1000.0,0.0,0.0,179614.1,46462.23,0
PAYMENT,15000.0,666.0,0.0,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,4.44,873.0,224.36,0.0,0.0,0
CUSTOM_WITHHOLDING_TAX,17.5,11129.0,2634.29,0.0,0.0,0
